10	300
Jerry_Lewis	1	Christine_Baumgartner	6	
Jerry_McEntee	3	Donny_Osmond	1	
Jerry_Regier	2	Pat_Riley	4	
Jerry_Seinfeld	3	Marta_Dominguz	4	
Jerry_Sexton	3	Tommy_Maddox	2	
Jerry_Sloan	4	Victor_Kraatz	3	
Jerry_Springer	5	Scott_Hubbard	4	
Jerry_Tarkanian	3	Trent_Lott	16	
Jesper_Parnevik	3	Jessica_Lynch	1	
Jesse_Harris	3	Brian_Cowen	1	
Jesse_Helms	2	Mary_Jo_Myers	4	
Jesse_Jackson	11	Abdullah_Gul	15	
Jesse_James	3	Fruit_Chan	3	
Jesse_James_Leija	5	John_Wright	3	
Jesse_Ventura	7	Jason_Sorens	4	
Jessica_Alba	6	Eva_Marie_Saint	4	
Jessica_Capshaw	4	Donald_Trump	4	
Jessica_Lange	2	Zoran_Djindjic	11	
Jessica_Lynch	4	Koichiro_Matsuura	1	
Jessica_Simpson	3	Gary_Barnett	2	
Jewel_Howard-Taylor	1	Dwayne_Johnson	7	
Jiang_Zemin	35	Robert_McKee	1	
Jia_Qinglin	6	Raul_Cubas	1	
Cassandra_Heise	2	3
Cassandra_Heise	3	4
Cassandra_Heise	4	4
Cass_Ballenger	1	2
Cass_Ballenger	4	3
Cass_Ballenger	1	3
Casy_Preslar	3	4
Casy_Preslar	1	3
Casy_Preslar	4	1
Cate_Blanchett	2	7
Cate_Blanchett	8	6
Cate_Blanchett	2	5
Catherine_Bell	4	4
Catherine_Bell	1	3
Catherine_Bell	2	2
Catherine_Deneuve	1	17
Catherine_Deneuve	5	7
Catherine_Deneuve	16	13
Catherine_Donkers	3	3
Catherine_Donkers	1	2
Catherine_Donkers	3	3
Catherine_Woodard	4	3
Catherine_Woodard	2	3
Catherine_Woodard	1	1
Catherine_Zeta-Jones	17	4
Catherine_Zeta-Jones	11	32
Catherine_Zeta-Jones	25	31
Cathy_Cunningham	2	1
Cathy_Cunningham	2	4
Cathy_Cunningham	2	3
Cathy_Freeman	2	2
Cathy_Freeman	3	2
Cathy_Freeman	4	4
Catriona_Le_May_Doan	4	1
Catriona_Le_May_Doan	2	1
Catriona_Le_May_Doan	2	4
Cecilia_Bolocco	4	5
Cecilia_Bolocco	1	7
Cecilia_Bolocco	2	7
Cecilia_Chang	4	4
Cecilia_Chang	4	2
Cecilia_Chang	2	1
Cecilia_Cheung	1	3
Cecilia_Cheung	1	2
Cecilia_Cheung	4	4
Cedric_Benson	1	3
Cedric_Benson	1	1
Cedric_Benson	4	1
Celia_Cruz	1	3
Celia_Cruz	1	2
Celia_Cruz	3	1
Celine_Dion	14	19
Celine_Dion	2	23
Celine_Dion	5	13
Celso_Amorim	3	2
Celso_Amorim	1	3
Celso_Amorim	4	3
Celso_Lafer	3	2
Celso_Lafer	2	4
Celso_Lafer	3	2
Cemil_Cicek	3	1
Cemil_Cicek	1	3
Cemil_Cicek	2	1
Cesar_Gaviria	11	19
Cesar_Gaviria	21	7
Cesar_Gaviria	1	22
Chadha_Gurinder	1	4
Chadha_Gurinder	2	2
Chadha_Gurinder	3	2
Chakib_Khelil	4	1
Chakib_Khelil	2	4
Chakib_Khelil	2	2
Chance_Mock	4	2
Chance_Mock	3	3
Chance_Mock	1	1
Chanda_Rubin	15	8
Chanda_Rubin	10	14
Chanda_Rubin	3	1
Chandrika_Kumaratunga	1	1
Chandrika_Kumaratunga	4	3
Chandrika_Kumaratunga	4	4
Chang_Dae-whan	4	1
Chang_Dae-whan	1	6
Chang_Dae-whan	2	8
Chang_Jae_On	2	2
Chang_Jae_On	4	3
Chang_Jae_On	2	2
Chang_Saio-yue	2	4
Chang_Saio-yue	3	2
Chang_Saio-yue	4	4
Chang_Sang	1	3
Chang_Sang	3	3
Chang_Sang	2	3
Chang_Tso	4	4
Chang_Tso	4	4
Chang_Tso	2	4
Chante_Jawan_Mallard	2	4
Chante_Jawan_Mallard	4	4
Chante_Jawan_Mallard	3	2
Chan_Choi	3	3
Chan_Choi	4	2
Chan_Choi	4	2
Chan_Gailey	8	6
Chan_Gailey	7	4
Chan_Gailey	8	1
Charla_Moye	1	1
Charla_Moye	3	2
Charla_Moye	4	1
Charlene_Barshefsky	4	2
Charlene_Barshefsky	3	1
Charlene_Barshefsky	4	1
Charles_Bell	3	2
Charles_Bell	3	3
Charles_Bell	4	2
Charles_Bronson	1	2
Charles_Bronson	8	4
Charles_Bronson	1	8
Charles_Chandler_IV	3	1
Charles_Chandler_IV	1	4
Charles_Chandler_IV	4	3
Charles_Grassley	4	6
Charles_Grassley	8	2
Charles_Grassley	8	7
Charles_Kartman	1	2
Charles_Kartman	4	4
Charles_Kartman	4	2
Charles_Mathews	2	1
Charles_Mathews	4	2
Charles_Mathews	2	4
Charles_Moose	17	24
Charles_Moose	12	19
Charles_Moose	23	20
Charles_Pickering	2	2
Charles_Pickering	4	4
Charles_Pickering	2	2
Charles_Pouty	4	1
Charles_Pouty	4	3
Charles_Pouty	1	3
Charles_Rogers	3	3
Charles_Rogers	1	3
Charles_Rogers	2	4
Charles_Schumer	6	6
Charles_Schumer	1	2
Charles_Schumer	3	7
Charles_Tannok	2	3
Charles_Tannok	2	2
Charles_Tannok	3	2
Charles_Taylor	5	20
Charles_Taylor	20	12
Charles_Taylor	28	26
Charley_Armey	4	1
Charley_Armey	2	2
Charley_Armey	3	1
Charlie_Coles	4	4
Charlie_Coles	4	2
Charlie_Coles	4	2
Charlie_Deane	3	2
Charlie_Deane	1	2
Charlie_Deane	4	3
Charlie_Sheen	1	3
Charlie_Sheen	3	3
Charlie_Sheen	4	2
Charlie_Williams	1	1
Charlie_Williams	4	1
Charlie_Williams	1	1
Charlie_Zaa	1	6
Charlie_Zaa	5	7
Charlie_Zaa	3	8
Charlize_Theron	1	4
Charlize_Theron	1	2
Charlize_Theron	3	4
Charlotte_Casiraghi	4	2
Charlotte_Casiraghi	3	2
Charlotte_Casiraghi	2	4
Charlotte_Chambers	4	1
Charlotte_Chambers	1	3
Charlotte_Chambers	3	3
Charlotte_Church	4	3
Charlotte_Church	1	4
Charlotte_Church	2	3
Charlotte_Rampling	4	1
Charlotte_Rampling	1	2
Charlotte_Rampling	2	1
Charlton_Heston	4	10
Charlton_Heston	11	2
Charlton_Heston	7	4
Chawki_Armali	2	4
Chawki_Armali	1	2
Chawki_Armali	3	4
Cha_Yung-gu	3	1
Cha_Yung-gu	4	1
Cha_Yung-gu	3	4
Chea_Sophara	1	4
Chea_Sophara	1	3
Chea_Sophara	2	4
Chelsea_Clinton	4	4
Chelsea_Clinton	1	1
Chelsea_Clinton	4	1
Chen_Kaige	1	4
Chen_Kaige	3	2
Chen_Kaige	1	2
Chen_Liang_Yu	2	8
Chen_Liang_Yu	4	5
Chen_Liang_Yu	7	6
Chen_Shui-bian	6	7
Chen_Shui-bian	4	16
Chen_Shui-bian	13	4
Chen_Tsai-chin	2	1
Chen_Tsai-chin	4	2
Chen_Tsai-chin	3	4
Cherie_Blair	10	8
Cherie_Blair	2	11
Cherie_Blair	12	12
Cherry_Jones	2	1
Cherry_Jones	2	1
Cherry_Jones	1	3
Cheryl_Ford	1	2
Cheryl_Ford	4	2
Cheryl_Ford	3	4
Cheryl_Hines	3	4
Cheryl_Hines	1	2
Cheryl_Hines	4	3
Cheryl_Little	1	3
Cheryl_Little	2	4
Cheryl_Little	2	3
Cheryl_Tiegs	4	4
Cheryl_Tiegs	4	2
Cheryl_Tiegs	1	3
Chhouk_Rin	4	2
Chhouk_Rin	4	3
Chhouk_Rin	3	3
Chick_Hearn	8	2
Chick_Hearn	8	9
Chick_Hearn	11	8
Chin-Feng_Chen	1	1
Chin-Feng_Chen	2	4
Chin-Feng_Chen	3	4
Chin-Hui_Tsao	1	3
Chin-Hui_Tsao	1	1
Chin-Hui_Tsao	2	1
Chip_Knight	3	1
Chip_Knight	4	1
Chip_Knight	3	4
Chistian_Stahl	3	1
Chistian_Stahl	4	3
Chistian_Stahl	3	1
Choi_Sung-hong	9	5
Choi_Sung-hong	10	5
Choi_Sung-hong	1	8
Choi_Yun-yong	3	3
Choi_Yun-yong	1	3
Choi_Yun-yong	4	1
Chok_Tong_Goh	2	3
Chok_Tong_Goh	1	3
Chok_Tong_Goh	3	3
Cho_Myung-kyun	2	1
Cho_Myung-kyun	4	4
Cho_Myung-kyun	4	4
Christian_Bale	3	2
Christian_Bale	3	2
Christian_Bale	2	4
Christian_Fittipaldi	1	1
Christian_Fittipaldi	4	2
Christian_Fittipaldi	4	1
Christian_Lacroix	3	3
Christian_Lacroix	2	4
Christian_Lacroix	4	3
Christian_Lirette	4	1
Christian_Lirette	4	4
Christian_Lirette	1	1
Christian_Longo	1	1
Christian_Longo	2	3
Christian_Longo	4	1
Christian_Olsson	2	2
Christian_Olsson	1	4
Christian_Olsson	4	3
Christian_Patino	4	1
Christian_Patino	4	3
Christian_Patino	4	2
Christian_Wulff	2	6
Christian_Wulff	2	7
Christian_Wulff	5	1
Christina_Aguilera	6	9
Christina_Aguilera	11	10
Christina_Aguilera	12	9
Christina_Sawaya	1	1
Christina_Sawaya	2	2
Christina_Sawaya	1	2
Christine_Arron	4	4
Christine_Arron	4	3
Christine_Arron	1	2
Christine_Baumgartner	6	6
Christine_Baumgartner	18	18
Christine_Baumgartner	1	20
Christine_Ebersole	6	3
Christine_Ebersole	6	6
Christine_Ebersole	7	8
Christine_Gregoire	16	9
Christine_Gregoire	14	9
Christine_Gregoire	11	8
Jimmy_Carter	5	Boris_Yeltsin	3	
Jimmy_Gobble	4	Parthiv_Patel	2	
Jimmy_Gurule	3	Vinnie_Jones	2	
Jimmy_Iovine	3	Ted_Costa	1	
Jimmy_Kimmel	6	Paul_LeClerc	2	
Jimmy_Lee	1	Antony_Leung	8	
Jimmy_Smits	2	Carlos_Quintanilla_Schmidt	1	
Jimmy_Szymanski	1	Colin_Montgomerie	1	
Jim_Ahern	3	Susan_Walvius	2	
Jim_Anderson	3	Jane_Rooney	3	
Jim_Beattie	3	Chen_Kaige	3	
Jim_Bollman	4	Michael_Sullivan	4	
Jim_Bunning	2	James_Brazelton	2	
Jim_Cantalupo	3	Enrik_Vendt	4	
Jim_Carrey	2	Fernando_Hierro	3	
Jim_Doyle	1	Cheryl_Tiegs	3	
Jim_Edmonds	5	Tim_Pawlenty	1	
Jim_Fassel	2	Mike_Slive	1	
Jim_Flaherty	1	Martin_Brooke	2	
Jim_Freudenberg	1	Nestor_Kirchner	79	
Jim_Furyk	5	Rafiq_Hariri	4	
Jim_Greenwood	1	Jong_Wook_Lee	7	
Jim_Hahn	1	Jon_Gruden	9	
Jim_Hardin	4	Ben_Cohen	1	
Jim_Harrick	8	Roseanne_Barr	3	
Jim_Haslett	2	Princess_Anne	2	
Jim_Hendry	1	David_Carradine	2	
Jim_Jeffords	2	Jong_Wook_Lee	8	
Jim_Kelly	1	Saburo_Kawabuchi	7	
Jim_Leach	3	Andrew_Bernard	4	
Jim_Letten	4	Peter_Mullan	3	
Jim_Nochols	2	George_Bovell	3	
Jim_OBrien	3	George_Harrison	3	
Jim_Otto	1	Ray_Allen	6	
Jim_Paxson	1	Robert_Flodquist	2	
Jim_Piper	4	Meg_Wakeman	3	
Jim_Ryan	4	Madonna	10	
Jim_Schwarz	1	Carlos_Vives	4	
Jim_Sterk	1	Edward_Flynn	4	
Jim_Taylor	3	Sadam_Hassan	4	
Jim_Thome	4	Juan_Carlos_Ferrero	51	
Jim_Tressel	8	Allison_Janney	2	
Jim_Wall	1	Claudia_Cardinale	1	
Jim_Wessling	1	Gina_Centrello	3	
Jim_Wong	3	Harald_Ringstorff	1	
Jim_Zorn	3	Bill_Maher	4	
Jiri_Novak	30	Tim_Matheson	3	
JJ_Redick	2	Amer_al-Saadi	6	
JK_Rowling	21	Mary_Blige	1	
Joanna_Poitier	4	Anil_Ramsook	3	
Joanne_Duquette	2	Alain_Ducasse	3	
Joan_Claybrook	5	Annie_Machon	3	
Joan_Dangerfield	1	Oswaldo_Paya	16	
Joan_Jett	4	Richard_Parsons	3	
Joan_Laporta	12	Jean-Claude_Trichet	2	
Joao_Rocha	1	Cate_Blanchett	6	
Joaquim_Levy	4	Enrique_Iglesias	4	
Joaquim_Rodriguez	1	Zurab_Tsereteli	2	
Joaquin_Sanchez	2	Emanuel_Ginobili	5	
Job_Cohen	7	Dorothy_Lamour	1	
Jodie_Foster	6	Ronde_Barber	2	
Jodie_Henry	2	Ruth_Bader_Ginsburg	3	
Joel_Gallen	2	Jacqueline_Edwards	2	
Joel_Todd	3	Prem_Kumar_Nair	3	
Joerg_Haider	7	Tommy_Franks	20	
Joey_Buttafuoco	4	Leticia_Van_de_Putte	3	
Joey_Harrington	4	Jia_Qinglin	1	
Joey_Mantia	4	Marie-Reine_Le_Gougne	4	
Joe_Calzaghe	1	Dule_Hill	4	
Joe_Carnahan	3	Elliott_Mincberg	3	
Joe_Cravens	3	Adoor_Gopalakarishnan	3	
Joe_Crede	2	Marquier_Montano_Contreras	2	
Joe_Darrell	2	Ray_Young	1	
Joe_DeLamielleure	3	Ed_Case	4	
Joe_Dicaro	4	Jeri_Ryan	4	
Joe_Dumars	3	Don_Nickles	1	
Joe_Finley	3	Brandon_Robinson	3	
Joe_Friedberg	4	Jan-Michael_Gambill	3	
Joe_Garner	3	Jimmy_Gurule	4	
Joe_Gatti	1	Della_Clara	2	
Joe_Leonard	1	Chris_Cornell	3	
Joe_Lieberman	1	Talisa_Bratt	3	
Joe_Mantello	4	Cassandra_Heise	2	
Joe_Mendes	3	Ben_Chandler	1	
Joe_Nichols	7	Bridgette_Wilson-Sampras	1	
Joe_Pantoliano	2	Marissa_Jaret_Winokur	2	
Joe_Paterno	3	Adam_Ant	2	
Joe_Plumeri	4	Bruce_Gebhardt	4	
Joe_Strummer	3	Kathryn_Grayson	4	
Joe_Torre	10	Richard_Branson	1	
Johannes_Rau	4	Tina_Brown	3	
Johan_Bruyneel	4	Fred_Durst	3	
Johnnie_Lynn	4	Taylor_Twellman	4	
Johnny_Benson	1	George_Karl	5	
Johnny_Carson	2	Nestor_Santillan	2	
Johnny_Depp	4	Mike_Slive	2	
Johnny_Htu	2	Bernadette_Peters	1	
Johnny_Unitas	7	Tony_Bennett	9	
Johnson_Panjaitan	2	Anthony_Hopkins	3	
John_Abizaid	12	Martha_Lucia_Ramirez	10	
John_Allen_Muhammad	25	John_Fox	1	
John_Anderson	1	Mitsou_Gelinas	1	
John_Ashcroft	86	Dick_Smothers	2	
John_Banko	3	Patti_Smith	3	
John_Barnett	4	David_Blaine	2	
John_Belushi	2	Chea_Sophara	1	
John_Blaney	2	Odilia_Collazo	1	
John_Bolton	19	Sandra_Bullock	8	
John_Brady	6	Nora_Ephron	4	
John_Burnett	1	Ruano_Pascual	1	
John_Connolly	3	David_Stern	2	
John_Coomber	4	Mark_Komara	3	
John_Cornyn	3	Talisa_Bratt	1	
John_Cruz	4	Laurie_Chan	3	
John_Cusack	3	Christine_Baumgartner	1	
John_Danforth	3	Ann_Veneman	36	
John_Duprey	2	Mary_Jo_Myers	2	
John_Eastman	1	Chris_Swecker	1	
John_Eder	1	Pascal_Rheaume	3	
John_Edwards	30	Nastassia_Kinski	2	
John_Elway	4	William_Hyde	2	
John_Fenn	4	Bob_Colvin	1	
John_Ferguson	4	Chin-Feng_Chen	2	
John_Fox	2	John_Tyson	3	
John_Franco	1	Alec_Baldwin	6	
John_F_Kennedy_Jr	1	Juan_Francisco_Palencia	3	
John_Garamendi	8	Jeremy_Shockey	8	
John_Goold	2	Dyana_Calub	3	
John_Gordnick	4	Kathy_Winters	3	
John_Gruden	4	Kevin_Garnett	3	
John_Hartson	4	Sid_Caesar	3	
John_Herrington	1	Carly_Fiorina	7	
John_Howard	48	Pervez_Musharraf	8	
John_Jumper	2	Roger_King	2	
John_Kerr	4	Mike_Alden	4	
John_Kerry	38	Harland_Braun	2	
John_Lawrence	1	Mario_Gallegos	4	
John_Lisowski	2	Tracy_McGrady	1	
John_Lynch	1	Robert_Nillson	4	
John_Mabry	4	Fatma_Kusibeh	2	
John_Madden	2	Vytas_Danelius	2	
John_Malkovich	8	Yossi_Beilin	5	
John_Manley	22	Dawna_LoPiccolo	3	
John_Marburger	3	Gilles_Panizzi	4	
John_Mayer	7	Mitchell_Potter	1	
John_McCain	22	Keith_Lockhart	1	
John_McCallum	8	Anna_Chicherova	1	
John_McCormack	1	Michael_Killeen	1	
John_McEnroe	1	Marquier_Montano_Contreras	3	
John_McKay	4	Diana_Renee_Valdivieso_Dubon	3	
John_Nash	1	Chuck_Finley	4	
John_Negroponte	33	Rashid_Qureshi	3	
John_Nimmo	1	Jiri_Novak	38	
John_Norquist	1	Yang_Jianli	1	
John_Paul_DeJoria	3	Heather_Mills	8	
John_Paul_II	1	Odilia_Collazo	4	
John_Perrota	3	Cassandra_Heise	4	
John_Petty	2	Martha_Beatriz_Roque	5	
John_Philip_Elkann	4	James_Traficant	11	
John_Prescott	2	Rich_Brooks	2	
John_Reid	7	Susan_Sarandon	7	
John_Richardson	2	Jan_Bjoerklund	2	
John_Rosa	7	Koichi_Tanaka	4	
John_Rowe	2	Rod_Thorn	1	
John_Rowland	1	Nanni_Moretti	8	
John_Rusnak	2	Marwan_Barghouthi	4	
John_Sidgmore	1	Evander_Holyfield	1	
John_Snow	29	Sterling_Hitchcock	3	
John_Spencer	3	Jake_Gyllenhaal	16	
John_Stallworth	5	Thierry_Mariani	3	
John_Starks	3	Mel_Brooks	2	
John_Stockton	5	Carlos_Juarez	1	
John_Sweeney	1	Mike_Bair	2	
John_Swofford	9	Masatoshi_Koshiba	3	
John_Taylor	1	Jimmy_Carter	5	
John_Travolta	12	Michael_Dell	4	
John_Tyson	4	Christina_Sawaya	1	
John_Velazquez	2	Jeb_Bush	33	
John_Walsh	8	Ali_Abbas	6	
John_Warner	3	James_Jones	1	
John_Williams	2	Mike_Montgomery	8	
John_Wolf	5	Chris_Bell	6	
John_Wright	2	Colin_Campbell	1	
Jolanta_Kwasniewski	1	Jean-Patrick_Nazon	3	
Jonathan_Arden	3	Antonio_Palocci	18	
Jonathan_Edwards	22	John_Gruden	1	
Jonathan_Horton	3	Masum_Turker	3	
Jonathan_Karsh	1	Boris_Becker	6	
Jonathan_Mostow	1	Norodom_Chakrapong	3	
Jonathan_Schroeder	1	Francis_Mer	3	
Jonathan_Tiomkin	2	Takeo_Hiranuma	4	
Jonathan_Woodgate	2	John_Belushi	1	
Jong_Wook_Lee	1	Pierce_Brosnan	7	
Jon_Constance	4	Claire_Tomalin	4	
Jon_Corzine	7	David_Donohue	1	
Jon_Gruden	18	Fayssal_Mekdad	4	
Jon_Voight	3	Tom_Cruise	13	
Jorge_Alberto_Galindo	3	Scott_OGrady	2	
Jorge_Arce	1	Ian_Smith	2	
Jorge_Batlle	5	Laurie_Pirtle	3	
Jorge_Castaneda	3	Albaro_Recoba	3	
Jorge_Quiroga	1	Lionel_Chalmers	2	
Jorge_Rodolfo_Canicoba_Corral	1	Jeremy_Greenstock	19	
Jorge_Valdano	7	Saeb_Erekat	1	
Jorma_Huhtala	2	Douglas_Gansler	3	
Joschka_Fischer	5	Cristiano_da_Matta	1	
Joseph_Biden	7	Adoor_Gopalakarishnan	2	
Joseph_Blatter	2	Michael_Jasny	1	
Joseph_Deiss	7	Deb_Santos	2	
Joseph_Estrada	8	James_Franco	6	
Joseph_Ganim	4	Jason_Campbell	4	
Joseph_Hoy	3	Peter_Max	1	
Joseph_Kabila	2	Maryn_McKenna	3	
Joseph_LePore	3	Betsy_Coffin	3	
Joseph_Lopez	2	Felipe_Fernandez	4	
Joseph_Ralston	1	Bob_Menendez	1	
Joseph_Safra	2	Trent_Lott	26	
Joseph_Salgado	3	Jamie_Lee_Curtis	3	
Jose_Alencar	2	Chandrika_Kumaratunga	3	
Jose_Canseco	5	Charles_Grassley	7	
Jose_Canseco_Sr	3	Eric_Benet	4	
Jose_Carlo_Fernandez	3	Roy_Chaderton	4	
Jose_Cevallos	1	Daniel_Barenboim	1	
Jose_Dirceu	3	Georgina_Bardach	3	
Jose_Jose	1	Jiri_Novak	2	
Jose_Lina	1	Begum_Khaleda_Zia	3	
Jose_Lopez_Beltran	2	Steven_Craig	4	
Jose_Luis_Rodriguez_Zapatero	2	Sheila_Fraser	6	
Jose_Luis_Santiago_Vasconcelos	4	James_Caan	6	
Jose_Manuel_Durao_Barroso	4	Muhammad_Ali	20	
Jose_Maria_Aznar	33	Nancy_Humbert	1	
Jose_Miguel_Aleman	3	Nestor_Gonzalez	3	
Jose_Mourinho	4	Kevin_Garnett	4	
Jose_Rosado	1	Walter_Mondale	7	
Jose_Santos	4	Jeremy_Shockey	7	
Jose_Sarney	4	Thomas_Fargo	3	
Jose_Serra	10	Sandra_Milo	3	
Jose_Theodore	1	David_Leahy	6	
Jose_Vicente_Rangel	3	Brad_Wilk	2	
Jose_Viegas_Filho	5	Zorica_Radovic	2	
Jose_Woldenberg	2	Grady_Irvin_Jr	3	
Joshua_Davey	3	Anil_Ramsook	1	
Joshua_Gracin	2	Cindy_Klassen	4	
Joshua_Harapko	1	Barbara_Roberts	1	
Joshua_Perper	3	Alyson_Hannigan	2	
Josh_Childress	4	Joao_Rocha	4	
Josh_Evans	3	Romain_Duris	1	
Josh_Kronfeld	2	Cathy_Freeman	4	
Joxel_Garcia	4	Hamzah_Haz	6	
Joy_Bryant	1	Roy_Rogers	2	
Jo_Dee_Messina	2	James_Comey	3	
JT_Snow	1	Yao_Ming	22	
Juanes	4	Juan_Valencia_Osorio	7	
Juan_Antonio_Samaranch	3	Maritza_Macias_Furano	3	
Juan_Carlos_Ferrero	37	Calvin_Harrison	1	
Juan_Carlos_Morales	1	Dave_Matthews	4	
Juan_Carlos_Ortega	1	Abdulaziz_Kamilov	4	
Juan_Fernandez	1	Mario_Dominguez	1	
Juan_Francisco_Palencia	4	Vernon_Forrest	2	
Juan_Ignacio_Chela	8	Pierre_Van_Hooijdonk	1	
Juan_Jose_Lucas	4	Laura_Ziskin	4	
Juan_Manuel_Marquez	2	Charlize_Theron	1	
Juan_Pablo_Montoya	7	Shanna_Zolman	4	
Juan_Roman_Carrasco	3	Mike_Martz	20	
Juan_Roman_Riquelme	2	Arthur_Johnson	2	
Juan_Sanchez	1	Heidi_Fleiss	12	
Juan_Valencia_Osorio	7	Harbhajan_Singh	2	
Judd_Davies	2	Philippe_Gagnon	1	
Jude_Law	3	Ali_Adbul_Karim_Madani	3	
Judi_Dench	6	Carl_Reiner	4	
Judi_Patton	2	Jean-Luc_Bideau	1	
Judy_Dean	3	Dennis_Archer	3	
Judy_Genshaft	8	Chang_Saio-yue	4	
Judy_Spreckels	4	Chen_Shui-bian	11	
Judy_Vassar	2	Kellie_Greene	1	
Juergen_Chrobog	4	Erika_Reyes	1	
Juergen_Peters	4	Zydrunas_Ilgauskas	3	
Juergen_Schrempp	4	Elaine_Stritch	2	
Juergen_Trittin	1	Michelle_Chiklis	4	
Julianna_Margulies	1	Jonathan_Karsh	3	
Julianne_Moore	60	Debbie_Reynolds	5	
Julian_Battle	3	Tom_Welch	4	
Julian_Fantino	4	Arianna_Huffington	8	
Julia_Glass	3	Mark_Cuban	6	
Julia_Ormond	3	Taylor_Twellman	1	
Julia_Tymoshenko	8	Brad_Wilk	3	
Julien_Boutter	1	Lyle_Vanclief	4	
Julien_Varlet	3	Koji_Uehara	2	
Juliette_Binoche	4	Mark_Warner	1	
Julie_Gerberding	17	Dario_Franchitti	4	
Julie_Goodenough	2	Park_Na-kyong	4	
Julie_Infante	3	Tim_Blake_Nelson	4	
Julie_Taymor	1	Micky_Arison	3	
Julio_Cesar_Chavez	1	Ringo_Starr	2	
Julio_Cesar_Franco	3	George_Brumley	2	
Julio_Iglesias_Jr	2	Daniel_Darnell	2	
Julius_Erving	3	Ronald_White	3	
Junichiro_Koizumi	112	Lee_Soo-hyuck	5	
Junko_Tabei	3	Tatiana_Paus	2	
Justine_Henin	2	Meghann_Shaughnessy	2	
Christine_Todd_Whitman	11	6
Christine_Todd_Whitman	7	20
Christine_Todd_Whitman	2	18
Christopher_Amolsch	3	3
Christopher_Amolsch	1	1
Christopher_Amolsch	2	4
Christopher_Conyers	3	2
Christopher_Conyers	4	1
Christopher_Conyers	4	4
Christopher_Matero	1	2
Christopher_Matero	1	1
Christopher_Matero	4	2
Christopher_Patten	2	1
Christopher_Patten	4	1
Christopher_Patten	4	1
Christopher_Reeve	10	14
Christopher_Reeve	15	11
Christopher_Reeve	14	13
Christopher_Speer	4	3
Christopher_Speer	2	1
Christopher_Speer	3	1
Christopher_Walken	4	11
Christopher_Walken	3	15
Christopher_Walken	16	16
Christopher_Whittle	2	1
Christopher_Whittle	1	3
Christopher_Whittle	2	2
Christoph_Daum	1	2
Christoph_Daum	3	3
Christoph_Daum	4	1
Christy_Ferer	1	3
Christy_Ferer	1	3
Christy_Ferer	1	4
Christy_Turlington	1	4
Christy_Turlington	2	4
Christy_Turlington	2	2
Chris_Bell	1	6
Chris_Bell	7	3
Chris_Bell	3	4
Chris_Cirino	2	2
Chris_Cirino	3	3
Chris_Cirino	4	1
Chris_Claiborne	1	2
Chris_Claiborne	4	4
Chris_Claiborne	2	4
Chris_Columbus	1	1
Chris_Columbus	3	2
Chris_Columbus	4	4
Chris_Cooper	2	2
Chris_Cooper	1	1
Chris_Cooper	4	4
Chris_Cornell	2	3
Chris_Cornell	2	4
Chris_Cornell	1	4
Chris_Crocker	2	2
Chris_Crocker	4	4
Chris_Crocker	2	1
Chris_Dodd	2	2
Chris_Dodd	1	1
Chris_Dodd	2	1
Chris_Forsyth	4	3
Chris_Forsyth	3	4
Chris_Forsyth	3	4
Chris_Gratton	2	2
Chris_Gratton	2	3
Chris_Gratton	1	4
Chris_Hernandez	3	2
Chris_Hernandez	3	2
Chris_Hernandez	2	2
Chris_Kolanas	1	4
Chris_Kolanas	4	2
Chris_Kolanas	4	3
Chris_Matthews	3	3
Chris_Matthews	1	2
Chris_Matthews	2	4
Chris_Moore	1	1
Chris_Moore	3	1
Chris_Moore	4	2
Chris_Neil	2	4
Chris_Neil	4	4
Chris_Neil	1	4
Chris_Noth	1	4
Chris_Noth	1	3
Chris_Noth	2	1
Chris_Pronger	4	3
Chris_Pronger	3	3
Chris_Pronger	3	2
Chris_Rock	4	2
Chris_Rock	2	1
Chris_Rock	1	1
Chris_Simon	1	4
Chris_Simon	2	4
Chris_Simon	1	3
Chris_Swecker	2	1
Chris_Swecker	1	4
Chris_Swecker	1	1
Chris_Terry	1	3
Chris_Terry	2	4
Chris_Terry	2	2
Chris_Thomas	4	4
Chris_Thomas	3	3
Chris_Thomas	1	1
Chris_Tucker	1	3
Chris_Tucker	4	1
Chris_Tucker	4	3
Chris_Whitney	4	2
Chris_Whitney	3	1
Chris_Whitney	2	4
Chuanyun_Li	3	4
Chuanyun_Li	1	2
Chuanyun_Li	1	4
Chuck_Amato	5	1
Chuck_Amato	1	2
Chuck_Amato	2	6
Chuck_Bednarik	1	1
Chuck_Bednarik	3	2
Chuck_Bednarik	2	1
Chuck_Finley	4	4
Chuck_Finley	2	1
Chuck_Finley	4	1
Chuck_Hagel	2	2
Chuck_Hagel	3	3
Chuck_Hagel	1	2
Chuck_Woolery	2	3
Chuck_Woolery	2	3
Chuck_Woolery	1	4
Chuck_Yeager	1	2
Chuck_Yeager	1	1
Chuck_Yeager	2	4
Chung_Mong-hun	3	2
Chung_Mong-hun	3	2
Chung_Mong-hun	2	3
Chung_Mong-joon	3	8
Chung_Mong-joon	4	4
Chung_Mong-joon	5	4
Cindy_Crawford	1	3
Cindy_Crawford	4	4
Cindy_Crawford	4	4
Cindy_Klassen	3	2
Cindy_Klassen	2	4
Cindy_Klassen	3	4
Cindy_Margolis	7	2
Cindy_Margolis	2	5
